2017-12-16 03:23:20,719, DEBUG, Start RNN training master
2017-12-16 03:23:22,231, DEBUG, exp id, 0, Start RNN worker
2017-12-16 03:23:22,262, DEBUG, exp id, 1, Start RNN worker
2017-12-16 03:23:22,297, DEBUG, exp id, 2, Start RNN worker
2017-12-16 03:23:22,333, DEBUG, exp id, 3, Start RNN worker
2017-12-16 03:23:22,364, DEBUG, exp id, 4, Start RNN worker
2017-12-16 03:23:22,402, DEBUG, exp id, 5, Start RNN worker
2017-12-16 03:23:22,433, DEBUG, exp id, 6, Start RNN worker
2017-12-16 03:23:22,469, DEBUG, exp id, 7, Start RNN worker
2017-12-16 03:23:22,509, DEBUG, exp id, 8, Start RNN worker
2017-12-16 03:23:22,542, DEBUG, exp id, 9, Start RNN worker
2017-12-16 03:23:53,422, DEBUG, exp id, 7, Step, 1, Minibatch Loss, 2.83661, Training Accuracy, 0.35547
2017-12-16 04:34:27,892, DEBUG, exp id, 18, Step, 1250, Minibatch Loss, 0.25062, Training Accuracy, 0.93750
2017-12-16 04:34:27,976, DEBUG, exp id, 19, Step, 1100, Minibatch Loss, 0.23837, Training Accuracy, 0.92969
2017-12-16 04:34:29,176, DEBUG, exp id, 10, Step, 2300, Minibatch Loss, 0.32988, Training Accuracy, 0.89453
2017-12-16 04:34:30,832, DEBUG, exp id, 12, Step, 2300, Minibatch Loss, 0.13270, Training Accuracy, 0.96875
2017-12-16 04:34:33,333, DEBUG, exp id, 15, Step, 2300, Minibatch Loss, 0.11922, Training Accuracy, 0.96875
2017-12-16 04:34:33,709, DEBUG, exp id, 11, Step, 1750, Minibatch Loss, 0.22149, Training Accuracy, 0.93164
2017-12-16 04:34:34,598, DEBUG, exp id, 14, Step, 1750, Minibatch Loss, 0.13093, Training Accuracy, 0.97266
2017-12-16 04:34:34,914, DEBUG, exp id, 17, Step, 1750, Minibatch Loss, 0.10000, Training Accuracy, 0.97656
2017-12-16 04:34:35,179, DEBUG, exp id, 16, Step, 2300, Minibatch Loss, 0.09284, Training Accuracy, 0.98828
2017-12-16 04:34:37,635, DEBUG, exp id, 13, Step, 2300, Minibatch Loss, 0.09995, Training Accuracy, 0.98438
2017-12-16 04:34:40,547, DEBUG, exp id, 10, Step, 2350, Minibatch Loss, 0.25880, Training Accuracy, 0.92188
2017-12-16 04:34:42,413, DEBUG, exp id, 12, Step, 2350, Minibatch Loss, 0.10809, Training Accuracy, 0.96875
2017-12-16 04:34:44,681, DEBUG, exp id, 15, Step, 2350, Minibatch Loss, 0.12583, Training Accuracy, 0.96875
2017-12-16 04:34:46,528, DEBUG, exp id, 16, Step, 2350, Minibatch Loss, 0.13915, Training Accuracy, 0.94922
2017-12-16 04:34:48,812, DEBUG, exp id, 11, Step, 1800, Minibatch Loss, 0.26469, Training Accuracy, 0.91992
2017-12-16 04:34:49,014, DEBUG, exp id, 18, Step, 1300, Minibatch Loss, 0.20936, Training Accuracy, 0.94531
2017-12-16 04:34:49,344, DEBUG, exp id, 13, Step, 2350, Minibatch Loss, 0.15468, Training Accuracy, 0.95703
2017-12-16 04:34:49,690, DEBUG, exp id, 14, Step, 1800, Minibatch Loss, 0.13237, Training Accuracy, 0.96680
2017-12-16 04:34:49,829, DEBUG, exp id, 17, Step, 1800, Minibatch Loss, 0.09469, Training Accuracy, 0.98438
2017-12-16 04:34:52,043, DEBUG, exp id, 10, Step, 2400, Minibatch Loss, 0.24342, Training Accuracy, 0.92969
2017-12-16 04:34:52,312, DEBUG, exp id, 19, Step, 1150, Minibatch Loss, 0.18327, Training Accuracy, 0.94922
2017-12-16 04:34:53,879, DEBUG, exp id, 12, Step, 2400, Minibatch Loss, 0.10323, Training Accuracy, 0.99219
2017-12-16 04:34:56,132, DEBUG, exp id, 15, Step, 2400, Minibatch Loss, 0.15480, Training Accuracy, 0.97656
2017-12-16 04:34:58,033, DEBUG, exp id, 16, Step, 2400, Minibatch Loss, 0.08196, Training Accuracy, 0.99609
2017-12-16 04:35:01,074, DEBUG, exp id, 13, Step, 2400, Minibatch Loss, 0.16555, Training Accuracy, 0.95703
2017-12-16 04:35:03,858, DEBUG, exp id, 10, Step, 2450, Minibatch Loss, 0.22435, Training Accuracy, 0.94141
2017-12-16 04:35:03,925, DEBUG, exp id, 11, Step, 1850, Minibatch Loss, 0.27007, Training Accuracy, 0.91992
2017-12-16 04:35:04,777, DEBUG, exp id, 17, Step, 1850, Minibatch Loss, 0.08471, Training Accuracy, 0.98242
2017-12-16 04:35:04,794, DEBUG, exp id, 14, Step, 1850, Minibatch Loss, 0.19473, Training Accuracy, 0.94336
2017-12-16 04:35:05,538, DEBUG, exp id, 12, Step, 2450, Minibatch Loss, 0.14657, Training Accuracy, 0.96094
2017-12-16 04:35:07,773, DEBUG, exp id, 15, Step, 2450, Minibatch Loss, 0.12404, Training Accuracy, 0.97656
2017-12-16 04:35:09,624, DEBUG, exp id, 16, Step, 2450, Minibatch Loss, 0.10105, Training Accuracy, 0.98438
2017-12-16 04:35:10,111, DEBUG, exp id, 18, Step, 1350, Minibatch Loss, 0.24651, Training Accuracy, 0.93750
2017-12-16 04:35:12,510, DEBUG, exp id, 13, Step, 2450, Minibatch Loss, 0.16046, Training Accuracy, 0.95312
2017-12-16 04:35:15,251, DEBUG, exp id, 10, Step, 2500, Minibatch Loss, 0.29975, Training Accuracy, 0.90625
2017-12-16 04:35:16,296, DEBUG, exp id, 19, Step, 1200, Minibatch Loss, 0.17591, Training Accuracy, 0.95312
2017-12-16 04:35:17,133, DEBUG, exp id, 12, Step, 2500, Minibatch Loss, 0.08707, Training Accuracy, 0.98438
2017-12-16 04:35:18,928, DEBUG, exp id, 11, Step, 1900, Minibatch Loss, 0.24057, Training Accuracy, 0.93164
2017-12-16 04:35:18,951, DEBUG, exp id, 15, Step, 2500, Minibatch Loss, 0.11544, Training Accuracy, 0.98438
2017-12-16 04:35:19,807, DEBUG, exp id, 17, Step, 1900, Minibatch Loss, 0.09429, Training Accuracy, 0.97070
2017-12-16 04:35:19,808, DEBUG, exp id, 14, Step, 1900, Minibatch Loss, 0.13123, Training Accuracy, 0.96680
2017-12-16 04:35:21,037, DEBUG, exp id, 16, Step, 2500, Minibatch Loss, 0.11278, Training Accuracy, 0.98047
2017-12-16 04:35:24,040, DEBUG, exp id, 13, Step, 2500, Minibatch Loss, 0.11907, Training Accuracy, 0.97266
2017-12-16 04:35:26,789, DEBUG, exp id, 10, Step, 2550, Minibatch Loss, 0.23194, Training Accuracy, 0.95312
2017-12-16 04:35:28,683, DEBUG, exp id, 12, Step, 2550, Minibatch Loss, 0.10887, Training Accuracy, 0.96875
2017-12-16 04:35:30,507, DEBUG, exp id, 15, Step, 2550, Minibatch Loss, 0.16018, Training Accuracy, 0.96875
2017-12-16 04:35:30,510, DEBUG, exp id, 18, Step, 1400, Minibatch Loss, 0.19544, Training Accuracy, 0.93750
2017-12-16 04:35:32,648, DEBUG, exp id, 16, Step, 2550, Minibatch Loss, 0.09778, Training Accuracy, 0.97266
2017-12-16 04:35:33,982, DEBUG, exp id, 11, Step, 1950, Minibatch Loss, 0.25237, Training Accuracy, 0.93750
2017-12-16 04:35:34,875, DEBUG, exp id, 17, Step, 1950, Minibatch Loss, 0.09662, Training Accuracy, 0.97070
2017-12-16 04:35:34,875, DEBUG, exp id, 14, Step, 1950, Minibatch Loss, 0.15456, Training Accuracy, 0.94922
2017-12-16 04:35:35,679, DEBUG, exp id, 13, Step, 2550, Minibatch Loss, 0.10528, Training Accuracy, 0.99219
2017-12-16 04:35:38,482, DEBUG, exp id, 10, Step, 2600, Minibatch Loss, 0.24245, Training Accuracy, 0.93359
2017-12-16 04:35:40,213, DEBUG, exp id, 12, Step, 2600, Minibatch Loss, 0.12742, Training Accuracy, 0.97656
2017-12-16 04:35:40,475, DEBUG, exp id, 19, Step, 1250, Minibatch Loss, 0.15661, Training Accuracy, 0.96094
2017-12-16 04:35:42,028, DEBUG, exp id, 15, Step, 2600, Minibatch Loss, 0.16805, Training Accuracy, 0.96094
2017-12-16 04:35:44,216, DEBUG, exp id, 16, Step, 2600, Minibatch Loss, 0.07149, Training Accuracy, 0.99219
2017-12-16 04:35:47,152, DEBUG, exp id, 13, Step, 2600, Minibatch Loss, 0.14779, Training Accuracy, 0.95312
2017-12-16 04:35:48,777, DEBUG, exp id, 11, Step, 2000, Minibatch Loss, 0.23344, Training Accuracy, 0.92578
2017-12-16 04:35:49,833, DEBUG, exp id, 10, Step, 2650, Minibatch Loss, 0.24548, Training Accuracy, 0.91797
2017-12-16 04:35:49,978, DEBUG, exp id, 14, Step, 2000, Minibatch Loss, 0.13180, Training Accuracy, 0.97266
2017-12-16 04:35:49,978, DEBUG, exp id, 17, Step, 2000, Minibatch Loss, 0.10423, Training Accuracy, 0.97656
2017-12-16 04:35:51,444, DEBUG, exp id, 18, Step, 1450, Minibatch Loss, 0.17480, Training Accuracy, 0.95312
2017-12-16 04:35:51,724, DEBUG, exp id, 12, Step, 2650, Minibatch Loss, 0.08909, Training Accuracy, 0.99219
2017-12-16 04:35:53,338, DEBUG, exp id, 15, Step, 2650, Minibatch Loss, 0.10149, Training Accuracy, 0.98438
2017-12-16 04:35:55,635, DEBUG, exp id, 16, Step, 2650, Minibatch Loss, 0.08313, Training Accuracy, 0.98438
2017-12-16 04:35:58,643, DEBUG, exp id, 13, Step, 2650, Minibatch Loss, 0.11704, Training Accuracy, 0.96875
2017-12-16 04:36:01,328, DEBUG, exp id, 10, Step, 2700, Minibatch Loss, 0.26950, Training Accuracy, 0.92969
2017-12-16 04:36:03,124, DEBUG, exp id, 12, Step, 2700, Minibatch Loss, 0.11017, Training Accuracy, 0.98438
2017-12-16 04:36:03,679, DEBUG, exp id, 11, Step, 2050, Minibatch Loss, 0.22266, Training Accuracy, 0.95508
2017-12-16 04:36:04,654, DEBUG, exp id, 19, Step, 1300, Minibatch Loss, 0.18324, Training Accuracy, 0.96094
2017-12-16 04:36:04,894, DEBUG, exp id, 17, Step, 2050, Minibatch Loss, 0.10703, Training Accuracy, 0.97070
2017-12-16 04:36:04,895, DEBUG, exp id, 14, Step, 2050, Minibatch Loss, 0.12231, Training Accuracy, 0.96680
2017-12-16 04:36:04,934, DEBUG, exp id, 15, Step, 2700, Minibatch Loss, 0.15259, Training Accuracy, 0.96875
2017-12-16 04:36:07,036, DEBUG, exp id, 16, Step, 2700, Minibatch Loss, 0.12198, Training Accuracy, 0.96484
2017-12-16 04:36:09,940, DEBUG, exp id, 13, Step, 2700, Minibatch Loss, 0.13520, Training Accuracy, 0.96875
2017-12-16 04:36:12,419, DEBUG, exp id, 18, Step, 1500, Minibatch Loss, 0.15987, Training Accuracy, 0.97656
2017-12-16 04:36:12,683, DEBUG, exp id, 10, Step, 2750, Minibatch Loss, 0.26209, Training Accuracy, 0.93359
2017-12-16 04:36:14,543, DEBUG, exp id, 12, Step, 2750, Minibatch Loss, 0.11114, Training Accuracy, 0.96094
2017-12-16 04:36:16,383, DEBUG, exp id, 15, Step, 2750, Minibatch Loss, 0.11369, Training Accuracy, 0.97656
2017-12-16 04:36:18,434, DEBUG, exp id, 16, Step, 2750, Minibatch Loss, 0.16539, Training Accuracy, 0.94922
2017-12-16 04:36:18,690, DEBUG, exp id, 11, Step, 2100, Minibatch Loss, 0.27712, Training Accuracy, 0.92578
2017-12-16 04:36:19,849, DEBUG, exp id, 17, Step, 2100, Minibatch Loss, 0.08925, Training Accuracy, 0.98828
2017-12-16 04:36:19,900, DEBUG, exp id, 14, Step, 2100, Minibatch Loss, 0.12424, Training Accuracy, 0.96875
2017-12-16 04:36:21,354, DEBUG, exp id, 13, Step, 2750, Minibatch Loss, 0.14315, Training Accuracy, 0.96484
2017-12-16 04:36:24,051, DEBUG, exp id, 10, Step, 2800, Minibatch Loss, 0.23279, Training Accuracy, 0.94922
2017-12-16 04:36:25,820, DEBUG, exp id, 12, Step, 2800, Minibatch Loss, 0.13050, Training Accuracy, 0.96094
2017-12-16 04:36:27,548, DEBUG, exp id, 15, Step, 2800, Minibatch Loss, 0.13854, Training Accuracy, 0.95312
2017-12-16 04:36:28,606, DEBUG, exp id, 19, Step, 1350, Minibatch Loss, 0.17752, Training Accuracy, 0.95312
2017-12-16 04:36:29,679, DEBUG, exp id, 16, Step, 2800, Minibatch Loss, 0.11419, Training Accuracy, 0.97656
2017-12-16 04:36:32,484, DEBUG, exp id, 13, Step, 2800, Minibatch Loss, 0.10710, Training Accuracy, 0.98047
2017-12-16 04:36:33,043, DEBUG, exp id, 18, Step, 1550, Minibatch Loss, 0.27634, Training Accuracy, 0.89062
2017-12-16 04:36:33,584, DEBUG, exp id, 11, Step, 2150, Minibatch Loss, 0.26312, Training Accuracy, 0.91797
2017-12-16 04:36:34,773, DEBUG, exp id, 17, Step, 2150, Minibatch Loss, 0.06311, Training Accuracy, 0.98828
2017-12-16 04:36:34,775, DEBUG, exp id, 14, Step, 2150, Minibatch Loss, 0.09890, Training Accuracy, 0.97461
2017-12-16 04:36:35,376, DEBUG, exp id, 10, Step, 2850, Minibatch Loss, 0.19324, Training Accuracy, 0.94141
2017-12-16 04:36:37,149, DEBUG, exp id, 12, Step, 2850, Minibatch Loss, 0.10584, Training Accuracy, 0.97656
2017-12-16 04:36:38,993, DEBUG, exp id, 15, Step, 2850, Minibatch Loss, 0.16684, Training Accuracy, 0.95312
2017-12-16 04:36:40,845, DEBUG, exp id, 16, Step, 2850, Minibatch Loss, 0.10024, Training Accuracy, 0.97656
2017-12-16 04:36:43,812, DEBUG, exp id, 13, Step, 2850, Minibatch Loss, 0.09442, Training Accuracy, 0.98438
2017-12-16 04:36:46,448, DEBUG, exp id, 10, Step, 2900, Minibatch Loss, 0.23246, Training Accuracy, 0.93359
2017-12-16 04:36:48,274, DEBUG, exp id, 12, Step, 2900, Minibatch Loss, 0.08546, Training Accuracy, 0.99219
2017-12-16 04:36:48,599, DEBUG, exp id, 11, Step, 2200, Minibatch Loss, 0.25322, Training Accuracy, 0.91211
2017-12-16 04:36:49,907, DEBUG, exp id, 14, Step, 2200, Minibatch Loss, 0.12175, Training Accuracy, 0.97656
2017-12-16 04:36:49,912, DEBUG, exp id, 17, Step, 2200, Minibatch Loss, 0.09701, Training Accuracy, 0.98438
2017-12-16 04:36:50,375, DEBUG, exp id, 15, Step, 2900, Minibatch Loss, 0.10492, Training Accuracy, 0.98438
2017-12-16 04:36:52,211, DEBUG, exp id, 16, Step, 2900, Minibatch Loss, 0.05780, Training Accuracy, 0.99609
2017-12-16 04:36:52,379, DEBUG, exp id, 19, Step, 1400, Minibatch Loss, 0.19825, Training Accuracy, 0.94141
2017-12-16 04:36:53,943, DEBUG, exp id, 18, Step, 1600, Minibatch Loss, 0.16747, Training Accuracy, 0.96875
2017-12-16 04:36:55,302, DEBUG, exp id, 13, Step, 2900, Minibatch Loss, 0.11626, Training Accuracy, 0.97266
2017-12-16 04:36:58,084, DEBUG, exp id, 10, Step, 2950, Minibatch Loss, 0.23067, Training Accuracy, 0.95312
2017-12-16 04:36:59,980, DEBUG, exp id, 12, Step, 2950, Minibatch Loss, 0.10189, Training Accuracy, 0.99219
2017-12-16 04:37:02,053, DEBUG, exp id, 15, Step, 2950, Minibatch Loss, 0.14313, Training Accuracy, 0.98438
2017-12-16 04:37:03,675, DEBUG, exp id, 11, Step, 2250, Minibatch Loss, 0.23967, Training Accuracy, 0.92383
2017-12-16 04:37:03,975, DEBUG, exp id, 16, Step, 2950, Minibatch Loss, 0.07407, Training Accuracy, 0.99609
2017-12-16 04:37:05,029, DEBUG, exp id, 14, Step, 2250, Minibatch Loss, 0.14218, Training Accuracy, 0.96680
2017-12-16 04:37:05,031, DEBUG, exp id, 17, Step, 2250, Minibatch Loss, 0.08373, Training Accuracy, 0.98438
2017-12-16 04:37:07,074, DEBUG, exp id, 13, Step, 2950, Minibatch Loss, 0.15548, Training Accuracy, 0.94922
2017-12-16 04:37:09,859, DEBUG, exp id, 10, Step, 3000, Minibatch Loss, 0.23056, Training Accuracy, 0.95312
2017-12-16 04:37:11,740, DEBUG, exp id, 12, Step, 3000, Minibatch Loss, 0.06647, Training Accuracy, 0.99219
2017-12-16 04:37:13,834, DEBUG, exp id, 15, Step, 3000, Minibatch Loss, 0.11020, Training Accuracy, 0.98438
2017-12-16 04:37:14,573, DEBUG, exp id, 18, Step, 1650, Minibatch Loss, 0.15875, Training Accuracy, 0.96094
2017-12-16 04:37:15,732, DEBUG, exp id, 16, Step, 3000, Minibatch Loss, 0.04820, Training Accuracy, 0.99609
2017-12-16 04:37:16,773, DEBUG, exp id, 19, Step, 1450, Minibatch Loss, 0.17156, Training Accuracy, 0.96875
2017-12-16 04:37:18,804, DEBUG, exp id, 11, Step, 2300, Minibatch Loss, 0.21656, Training Accuracy, 0.94336
2017-12-16 04:37:18,824, DEBUG, exp id, 13, Step, 3000, Minibatch Loss, 0.10213, Training Accuracy, 0.98438
2017-12-16 04:37:20,017, DEBUG, exp id, 14, Step, 2300, Minibatch Loss, 0.12257, Training Accuracy, 0.97656
2017-12-16 04:37:20,017, DEBUG, exp id, 17, Step, 2300, Minibatch Loss, 0.09556, Training Accuracy, 0.98047
2017-12-16 04:37:21,532, DEBUG, exp id, 10, Step, 3050, Minibatch Loss, 0.27134, Training Accuracy, 0.92188
2017-12-16 04:37:23,389, DEBUG, exp id, 12, Step, 3050, Minibatch Loss, 0.43271, Training Accuracy, 0.87500
2017-12-16 04:37:25,493, DEBUG, exp id, 15, Step, 3050, Minibatch Loss, 0.09317, Training Accuracy, 1.00000
2017-12-16 04:37:27,381, DEBUG, exp id, 16, Step, 3050, Minibatch Loss, 0.07007, Training Accuracy, 0.98828
2017-12-16 04:37:30,281, DEBUG, exp id, 13, Step, 3050, Minibatch Loss, 0.12623, Training Accuracy, 0.97656
2017-12-16 04:37:32,986, DEBUG, exp id, 10, Step, 3100, Minibatch Loss, 0.19780, Training Accuracy, 0.94922
2017-12-16 04:37:33,811, DEBUG, exp id, 11, Step, 2350, Minibatch Loss, 0.23306, Training Accuracy, 0.93359
2017-12-16 04:37:34,784, DEBUG, exp id, 12, Step, 3100, Minibatch Loss, 0.06653, Training Accuracy, 0.99219
2017-12-16 04:37:35,016, DEBUG, exp id, 14, Step, 2350, Minibatch Loss, 0.09104, Training Accuracy, 0.98242
2017-12-16 04:37:35,018, DEBUG, exp id, 17, Step, 2350, Minibatch Loss, 0.05874, Training Accuracy, 0.99609
2017-12-16 04:37:35,531, DEBUG, exp id, 18, Step, 1700, Minibatch Loss, 0.15043, Training Accuracy, 0.95312
2017-12-16 04:37:36,880, DEBUG, exp id, 15, Step, 3100, Minibatch Loss, 0.15244, Training Accuracy, 0.94531
2017-12-16 04:37:38,997, DEBUG, exp id, 16, Step, 3100, Minibatch Loss, 0.08466, Training Accuracy, 0.99219
2017-12-16 04:37:40,644, DEBUG, exp id, 19, Step, 1500, Minibatch Loss, 0.16226, Training Accuracy, 0.95312
2017-12-16 04:37:41,794, DEBUG, exp id, 13, Step, 3100, Minibatch Loss, 0.12615, Training Accuracy, 0.97266
2017-12-16 04:37:44,576, DEBUG, exp id, 10, Step, 3150, Minibatch Loss, 0.22598, Training Accuracy, 0.92969
2017-12-16 04:37:46,448, DEBUG, exp id, 12, Step, 3150, Minibatch Loss, 0.08444, Training Accuracy, 0.99219
2017-12-16 04:37:48,557, DEBUG, exp id, 15, Step, 3150, Minibatch Loss, 0.10583, Training Accuracy, 0.99219
2017-12-16 04:37:48,917, DEBUG, exp id, 11, Step, 2400, Minibatch Loss, 0.20187, Training Accuracy, 0.95117
2017-12-16 04:37:50,097, DEBUG, exp id, 14, Step, 2400, Minibatch Loss, 0.17894, Training Accuracy, 0.94336
2017-12-16 04:37:50,111, DEBUG, exp id, 17, Step, 2400, Minibatch Loss, 0.08071, Training Accuracy, 0.98438
2017-12-16 04:37:50,738, DEBUG, exp id, 16, Step, 3150, Minibatch Loss, 0.10414, Training Accuracy, 0.98047
2017-12-16 04:37:53,554, DEBUG, exp id, 13, Step, 3150, Minibatch Loss, 0.16029, Training Accuracy, 0.94531
2017-12-16 04:37:56,315, DEBUG, exp id, 10, Step, 3200, Minibatch Loss, 0.16188, Training Accuracy, 0.96484
2017-12-16 04:37:56,626, DEBUG, exp id, 18, Step, 1750, Minibatch Loss, 0.24303, Training Accuracy, 0.90625
2017-12-16 04:37:58,074, DEBUG, exp id, 12, Step, 3200, Minibatch Loss, 0.11367, Training Accuracy, 0.96875
2017-12-16 04:38:00,097, DEBUG, exp id, 15, Step, 3200, Minibatch Loss, 0.07470, Training Accuracy, 0.99219
2017-12-16 04:38:02,145, DEBUG, exp id, 16, Step, 3200, Minibatch Loss, 0.06801, Training Accuracy, 0.98438
2017-12-16 04:38:03,999, DEBUG, exp id, 11, Step, 2450, Minibatch Loss, 0.19858, Training Accuracy, 0.94922
2017-12-16 04:38:04,853, DEBUG, exp id, 13, Step, 3200, Minibatch Loss, 0.09281, Training Accuracy, 0.98438
2017-12-16 04:38:04,942, DEBUG, exp id, 19, Step, 1550, Minibatch Loss, 0.10637, Training Accuracy, 0.98438
2017-12-16 04:38:05,211, DEBUG, exp id, 17, Step, 2450, Minibatch Loss, 0.05844, Training Accuracy, 0.99219
2017-12-16 04:38:05,212, DEBUG, exp id, 14, Step, 2450, Minibatch Loss, 0.12089, Training Accuracy, 0.97070
2017-12-16 04:38:07,962, DEBUG, exp id, 10, Step, 3250, Minibatch Loss, 0.23818, Training Accuracy, 0.92969
2017-12-16 04:38:09,574, DEBUG, exp id, 12, Step, 3250, Minibatch Loss, 0.08440, Training Accuracy, 0.99219
2017-12-16 04:38:11,674, DEBUG, exp id, 15, Step, 3250, Minibatch Loss, 0.06480, Training Accuracy, 1.00000
2017-12-16 04:38:13,789, DEBUG, exp id, 16, Step, 3250, Minibatch Loss, 0.09486, Training Accuracy, 0.98047
2017-12-16 04:38:16,619, DEBUG, exp id, 13, Step, 3250, Minibatch Loss, 0.08996, Training Accuracy, 0.98438
2017-12-16 04:38:17,175, DEBUG, exp id, 18, Step, 1800, Minibatch Loss, 0.13931, Training Accuracy, 0.96094
2017-12-16 04:38:19,039, DEBUG, exp id, 11, Step, 2500, Minibatch Loss, 0.23102, Training Accuracy, 0.93945
2017-12-16 04:38:19,699, DEBUG, exp id, 10, Step, 3300, Minibatch Loss, 0.27163, Training Accuracy, 0.92188
2017-12-16 04:38:20,219, DEBUG, exp id, 17, Step, 2500, Minibatch Loss, 0.07393, Training Accuracy, 0.98438
2017-12-16 04:38:20,222, DEBUG, exp id, 14, Step, 2500, Minibatch Loss, 0.09296, Training Accuracy, 0.98242
2017-12-16 04:38:21,279, DEBUG, exp id, 12, Step, 3300, Minibatch Loss, 0.09811, Training Accuracy, 0.97656
2017-12-16 04:38:23,343, DEBUG, exp id, 15, Step, 3300, Minibatch Loss, 0.12340, Training Accuracy, 0.96094
2017-12-16 04:38:25,440, DEBUG, exp id, 16, Step, 3300, Minibatch Loss, 0.12158, Training Accuracy, 0.96875
2017-12-16 04:38:28,086, DEBUG, exp id, 13, Step, 3300, Minibatch Loss, 0.08516, Training Accuracy, 0.98828
2017-12-16 04:38:29,007, DEBUG, exp id, 19, Step, 1600, Minibatch Loss, 0.17269, Training Accuracy, 0.95703
2017-12-16 04:38:31,274, DEBUG, exp id, 10, Step, 3350, Minibatch Loss, 0.21650, Training Accuracy, 0.95703
2017-12-16 04:38:32,649, DEBUG, exp id, 12, Step, 3350, Minibatch Loss, 0.07251, Training Accuracy, 0.99219
2017-12-16 04:38:34,085, DEBUG, exp id, 11, Step, 2550, Minibatch Loss, 0.22574, Training Accuracy, 0.93164
2017-12-16 04:38:34,523, DEBUG, exp id, 15, Step, 3350, Minibatch Loss, 0.08641, Training Accuracy, 0.98438
2017-12-16 04:38:35,274, DEBUG, exp id, 17, Step, 2550, Minibatch Loss, 0.07683, Training Accuracy, 0.98438
2017-12-16 04:38:35,274, DEBUG, exp id, 14, Step, 2550, Minibatch Loss, 0.09696, Training Accuracy, 0.97656
2017-12-16 04:38:36,722, DEBUG, exp id, 16, Step, 3350, Minibatch Loss, 0.09262, Training Accuracy, 0.98047
2017-12-16 04:38:37,925, DEBUG, exp id, 18, Step, 1850, Minibatch Loss, 0.10242, Training Accuracy, 0.99219
2017-12-16 04:38:39,398, DEBUG, exp id, 13, Step, 3350, Minibatch Loss, 0.14104, Training Accuracy, 0.97266
2017-12-16 04:38:42,418, DEBUG, exp id, 10, Step, 3400, Minibatch Loss, 0.17642, Training Accuracy, 0.96094
2017-12-16 04:38:43,791, DEBUG, exp id, 12, Step, 3400, Minibatch Loss, 0.06880, Training Accuracy, 1.00000
2017-12-16 04:38:45,913, DEBUG, exp id, 15, Step, 3400, Minibatch Loss, 0.13498, Training Accuracy, 0.98438
2017-12-16 04:38:48,249, DEBUG, exp id, 16, Step, 3400, Minibatch Loss, 0.09426, Training Accuracy, 0.98047
2017-12-16 04:38:49,123, DEBUG, exp id, 11, Step, 2600, Minibatch Loss, 0.19652, Training Accuracy, 0.94922
2017-12-16 04:38:50,315, DEBUG, exp id, 14, Step, 2600, Minibatch Loss, 0.10287, Training Accuracy, 0.98047
2017-12-16 04:38:50,316, DEBUG, exp id, 17, Step, 2600, Minibatch Loss, 0.06421, Training Accuracy, 0.98828
2017-12-16 04:38:50,954, DEBUG, exp id, 13, Step, 3400, Minibatch Loss, 0.08782, Training Accuracy, 0.98828
2017-12-16 04:38:52,905, DEBUG, exp id, 19, Step, 1650, Minibatch Loss, 0.14749, Training Accuracy, 0.95312
2017-12-16 04:38:53,999, DEBUG, exp id, 10, Step, 3450, Minibatch Loss, 0.17104, Training Accuracy, 0.95312
2017-12-16 04:38:55,319, DEBUG, exp id, 12, Step, 3450, Minibatch Loss, 0.05944, Training Accuracy, 1.00000
2017-12-16 04:38:57,389, DEBUG, exp id, 15, Step, 3450, Minibatch Loss, 0.10352, Training Accuracy, 0.97656
2017-12-16 04:38:59,093, DEBUG, exp id, 18, Step, 1900, Minibatch Loss, 0.18685, Training Accuracy, 0.93750
2017-12-16 04:38:59,683, DEBUG, exp id, 16, Step, 3450, Minibatch Loss, 0.08215, Training Accuracy, 0.98047
2017-12-16 04:39:02,320, DEBUG, exp id, 13, Step, 3450, Minibatch Loss, 0.11063, Training Accuracy, 0.96875
2017-12-16 04:39:04,175, DEBUG, exp id, 11, Step, 2650, Minibatch Loss, 0.17186, Training Accuracy, 0.94922
2017-12-16 04:39:05,197, DEBUG, exp id, 10, Step, 3500, Minibatch Loss, 0.18836, Training Accuracy, 0.92969
2017-12-16 04:39:05,301, DEBUG, exp id, 17, Step, 2650, Minibatch Loss, 0.05439, Training Accuracy, 0.99414
2017-12-16 04:39:05,376, DEBUG, exp id, 14, Step, 2650, Minibatch Loss, 0.12489, Training Accuracy, 0.96680
2017-12-16 04:39:06,826, DEBUG, exp id, 12, Step, 3500, Minibatch Loss, 0.09544, Training Accuracy, 0.99219
2017-12-16 04:39:08,624, DEBUG, exp id, 15, Step, 3500, Minibatch Loss, 0.07697, Training Accuracy, 0.99219
2017-12-16 04:39:10,912, DEBUG, exp id, 16, Step, 3500, Minibatch Loss, 0.08798, Training Accuracy, 0.98438
2017-12-16 04:39:13,905, DEBUG, exp id, 13, Step, 3500, Minibatch Loss, 0.09261, Training Accuracy, 0.97656
2017-12-16 04:39:16,678, DEBUG, exp id, 10, Step, 3550, Minibatch Loss, 0.27358, Training Accuracy, 0.93359
2017-12-16 04:39:17,014, DEBUG, exp id, 19, Step, 1700, Minibatch Loss, 0.13856, Training Accuracy, 0.96875
2017-12-16 04:39:18,334, DEBUG, exp id, 12, Step, 3550, Minibatch Loss, 0.06010, Training Accuracy, 1.00000
